Name,Team,Position,Goals,Assists,Shots,Shots On Target,Fouls Won,Minutes Played,MAX,MLS_Drafted
Noah Madrigal,Old Dominion,Forward,2,0,8,2,7,557,68.0,False
Patrick Coleman,SIUE,Midfielder,0,3,5,2,5,653,68.0,False
Noah Sperduto,Le Moyne,Forward,0,4,7,2,8,697,68.0,False
Oliver Jeppe,Portland,Defender,0,1,1,1,5,880,68.0,False
Edward Morales,Creighton,Midfielder,1,1,14,6,4,461,68.0,False
Oskar Grevelius,Western Ill.,Midfielder,1,3,2,1,6,1013,68.0,False
Bryce Peacock,Wofford,Midfielder,1,0,6,3,1,1580,68.0,False
Moussa Ndiaye,VCU,Midfielder,1,0,11,4,12,1520,68.0,False
Grant Bailey,Loyola Chicago,Defender,1,0,9,2,13,900,68.0,True
Henrik Olsvik,Stonehill,Defender,0,0,3,2,11,1167,68.0,False
Gabe Cox,Furman,Midfielder,1,0,11,5,13,1314,68.0,False
Shane Velez,Massachusetts,Defender,3,1,8,3,8,612,68.0,False
Constantin Christou,West Virginia,Midfielder,0,2,14,6,10,708,68.0,False
Lukas Egarter,Temple,Midfielder,1,2,4,2,23,1138,68.0,False
Daniel Kim,Boston U.,Midfielder,1,2,10,4,1,559,68.0,False
Henry Hamilton,Manhattan,Forward,1,2,18,5,23,925,68.0,False
Gershon Henry,Saint Louis,Defender,0,3,2,1,7,665,68.0,False
Olayinka Ogunleye,Louisville,Defender,0,0,2,0,12,916,68.0,False
Jorg Tallada Torres,Mercyhurst,Forward,2,2,11,4,0,1003,68.0,False
Gabriel Duchovny,Princeton,Midfielder,1,2,7,3,12,813,68.0,False
Patrick O'Toole,Michigan,Defender,1,0,2,2,2,892,68.0,False
Peter Gansallo,Howard,Midfielder,3,1,20,11,4,1182,68.0,False
Michael Hewes,Penn St.,Midfielder,2,1,17,9,9,774,68.0,False
Pablo Alcoba,Sacred Heart,Midfielder,2,0,14,7,11,1262,68.0,False
Bryce Allred,UNLV,Forward,1,1,6,3,12,456,68.0,False
Elie Bokota,Omaha,Midfielder,1,1,17,6,22,892,68.0,False
Dylan Kropp,Xavier,Defender,1,1,10,3,4,785,68.0,False
William Bryan,Lipscomb,Forward,1,0,8,4,4,333,68.0,False
Mikah Thomas,UConn,Defender,1,1,7,3,7,704,68.0,True
Luke Neely,Lindenwood,Defender,0,2,3,1,8,782,68.0,False
Kai Sullivan,Pacific,Defender,2,2,7,2,3,322,68.0,False
Demitri Turner,James Madison,Midfielder,0,1,8,1,16,1249,68.0,False
Fredrik Moen,Quinnipiac,Midfielder,3,1,8,4,12,816,68.0,False
Rustin Khosravi,Harvard,Defender,0,1,2,0,8,876,68.0,False
Xavier Tanyi,Harvard,Forward,1,1,7,4,3,440,68.0,False
Jeffrey Cox,Bellarmine,Defender,2,1,8,4,5,771,68.0,False
Kyle Folds,Cleveland St.,Midfielder,0,0,4,2,10,1529,68.0,False
Shion Soga,Michigan St.,Midfielder,0,2,18,4,20,909,68.0,False
Westin Carnevale,Cornell,Midfielder,0,1,15,4,12,1057,68.0,False
Alonzo Clarke,Davidson,Midfielder,1,0,19,5,28,1231,68.0,False
Pol Morlans,Oregon St.,Defender,1,0,5,1,4,869,68.0,False
Seth Powder,Loyola Maryland,Forward,1,1,7,5,9,458,68.0,False
Tyee Allen,Liberty,Forward,1,1,7,4,1,440,68.0,False
Muslim Umar,Portland,Midfielder,1,1,10,6,23,604,68.0,False
Jahvar Stephenson,Loyola Maryland,Defender,0,1,6,2,14,916,68.0,False
Joao Roberto,Marshall,Defender,2,1,14,5,22,503,68.0,False
Luca Costabile,California Baptist,Midfielder,0,2,5,1,6,378,68.0,False
Jonah Craig,UNLV,Midfielder,0,2,2,2,15,1344,68.0,False
Bilal Mihoubi,CSU Bakersfield,Forward,1,3,22,7,23,1369,68.0,False
Brady Mcglone,Davidson,Defender,0,1,4,3,12,914,68.0,False
Maximus Rigby,Saint Francis,Midfielder,0,2,19,4,9,1126,68.0,False
Dominic Valenzuela,FDU,Midfielder,0,3,4,4,9,665,68.0,False
Jayden Waski,DePaul,Forward,1,2,4,2,14,618,68.0,False
Tj Hastings,Delaware,Defender,0,0,6,2,9,1005,68.0,False
Max Padua,DePaul,Midfielder,1,2,5,2,17,939,68.0,False
Damian Gallegos,VCU,Midfielder,1,1,22,9,13,761,68.0,False
Jonathan Seidman,Yale,Midfielder,0,3,5,3,18,1169,68.0,False
Konstantinos Georgallides,UNC Greensboro,Forward,0,1,19,7,7,474,68.0,False
Sam Pitts-Eckersall,Butler,Midfielder,0,0,20,4,38,1320,68.0,False
Murphy Parker,Michigan,Midfielder,0,2,3,0,31,602,68.0,False
Andrew Durkin,Air Force,Defender,0,0,12,3,3,1159,67.0,False
Stacy Holmes,Sacramento St.,Midfielder,1,2,3,3,8,622,67.0,False
Aidan Barber,Marist,Midfielder,1,1,7,3,2,367,67.0,False
Ivan Marques,Sacred Heart,Midfielder,0,0,10,3,19,1370,67.0,False
Hakeem Morgan,LMU (CA),Forward,2,0,26,12,20,1033,67.0,False
Marcos Soria,Purdue Fort Wayne,Defender,1,2,8,4,19,503,67.0,False
Anel Kafedzic,Lindenwood,Defender,1,3,14,7,9,555,67.0,False
Taj Eagleston,San Diego,Midfielder,0,1,9,0,7,314,67.0,False
Joao Freitas,Stetson,Defender,1,0,8,3,8,896,67.0,False
Anthony Wilson,LMU (CA),Forward,0,2,12,4,13,505,67.0,False
Noah Gold,Col. of Charleston,Unknown,5,1,11,8,19,1342,67.0,False
Kai Thomas,Army West Point,Forward,1,3,5,3,3,736,67.0,False
Bardia Hormozi,Princeton,Midfielder,0,1,15,6,4,375,67.0,False
Andrew Araya,NJIT,Midfielder,2,1,5,4,2,467,67.0,False
Reese Miller,Virginia,Defender,3,1,8,5,4,324,67.0,False
Casey Welage,Eastern Ill.,Midfielder,1,1,15,3,11,527,67.0,False
Kameron Gorst,Wofford,Midfielder,1,1,11,4,13,1170,67.0,False
Tweneboa Kodua,Oral Roberts,Midfielder,0,1,9,3,21,1091,67.0,False
Matt Moran,NJIT,Midfielder,2,0,5,3,11,1345,67.0,False
Jack Hunt,Princeton,Midfielder,0,1,3,1,16,1241,67.0,False
Lex Vaughan,Saint Peter's,Midfielder,0,3,9,3,15,906,67.0,False
Justin Harris,Yale,Defender,0,0,7,2,14,849,67.0,False
Simon Klevberg,St. Thomas (MN),Defender,0,0,1,1,9,1183,67.0,False
Henrique Bueno,UC Santa Barbara,Defender,0,3,7,2,5,336,67.0,False
Jackson Miller,Cal Poly,Midfielder,1,0,10,6,23,1180,67.0,False
Travis Babineau,UC Irvine,Defender,0,2,7,2,5,736,67.0,False
Julian Di Lucia,Colgate,Defender,0,0,3,1,7,886,67.0,False
Fernando Venegas,Sacramento St.,Defender,2,1,8,2,11,750,67.0,False
Quinn Sellers,UC San Diego,Forward,2,2,14,4,25,1299,67.0,False
Andrew Dutra,UC Davis,Defender,1,2,9,6,5,642,67.0,False
Alexandros Katsari-Hoefer,William & Mary,Midfielder,0,1,6,0,24,1183,67.0,False
Ali Sasankhah,Sacramento St.,Midfielder,1,2,8,3,13,926,67.0,False
Evans Dapaah,Campbell,Midfielder,0,1,10,2,13,1196,67.0,False
Kai Knuchel,Drake,Midfielder,2,0,8,6,10,1108,67.0,False
Toshi Davis,American,Midfielder,1,1,6,3,3,348,67.0,False
Spencer Moler,Liberty,Midfielder,1,2,4,2,7,690,67.0,False
Joaquin Niehenke,Penn,Defender,0,2,2,1,4,716,67.0,False
Yuval Nimrodi,La Salle,Midfielder,1,1,3,1,7,355,67.0,False
Alex Krakowiak,Liberty,Midfielder,0,1,2,0,14,1199,67.0,False
Jakob Priestman,Le Moyne,Forward,1,2,13,3,8,813,67.0,False
Tom Williams,Georgia St.,Midfielder,1,2,10,4,7,876,67.0,False
Adam Celik,Wofford,Defender,0,0,8,2,6,811,67.0,False
Shayne Abrams,USC Upstate,Forward,2,2,5,3,4,830,67.0,False
Cade Whitmire,Bucknell,Forward,1,4,12,3,12,1041,67.0,False
Andrew Sullivan,Santa Clara,Midfielder,0,2,16,5,4,552,67.0,False
Fernando Arteaga,Mercer,Midfielder,1,1,17,4,11,735,67.0,False
Noah Pogue,Utah Valley,Forward,1,1,4,3,5,423,67.0,False
Dominic Woolley,Bradley,Midfielder,0,2,12,2,13,1017,67.0,False
Orthodoxos Orthodoxou,Charlotte,Forward,0,2,20,8,17,714,67.0,False
Johan Nissen-Lie,Bellarmine,Forward,1,0,9,7,7,381,67.0,False
Ryan Watson,Col. of Charleston,Defender,3,2,6,3,1,374,67.0,False
Jack Civitts,Santa Clara,Forward,1,2,18,10,21,925,67.0,False
Lyman Ott,Davidson,Midfielder,1,2,8,3,1,600,67.0,False
Paul Espinoza,Longwood,Midfielder,0,2,2,1,15,439,67.0,False
Borris Nguelle,Winthrop,Defender,0,3,7,5,20,1021,67.0,False
Anthony Rowan,Delaware,Defender,0,1,3,1,11,900,67.0,False
Jaxson Kahawai,Stonehill,Defender,0,1,12,3,7,1074,67.0,False
Neshawn Sutherland,St. Bonaventure,Forward,1,0,10,5,6,396,67.0,False
Julian Fernandez,Jacksonville,Defender,0,0,8,1,14,820,67.0,False
Zach Lorenz,Sacred Heart,Forward,0,2,5,2,5,365,67.0,False
Ryan Sanborn,Detroit Mercy,Forward,0,2,16,8,11,637,67.0,False
Christien Merritt,Bryant,Defender,0,0,1,0,15,757,67.0,False
Patrick Ward,Davidson,Defender,1,0,6,3,7,920,67.0,False
Andrew Rosenbaum,La Salle,Midfielder,2,0,9,6,22,1159,67.0,False
Tarek Hamideh,UC Riverside,Midfielder,1,2,5,2,15,759,67.0,False
Joe Hernandez,NIU,Midfielder,2,1,13,6,17,773,67.0,False
Anthony Difalco,Memphis,Midfielder,1,1,21,9,7,597,67.0,False
Jesus Macaya,Longwood,Midfielder,0,2,12,4,7,1513,67.0,False
Sam Montalto,Providence,Forward,0,2,2,0,6,310,67.0,False
Douglas Fajardo,Northern Ky.,Midfielder,0,2,13,2,20,1004,67.0,False
Jemone Barclay,South Fla.,Defender,1,3,13,6,9,560,67.0,False
Bart Kooistra,Saint Joseph's,Forward,2,0,19,4,8,814,67.0,False
Vidar Ragnarsson,UNC Asheville,Defender,0,0,4,2,4,933,67.0,False
Bryce Smith,William & Mary,Defender,0,0,1,1,9,921,67.0,False
Matteo Mazzotta,Saint Joseph's,Midfielder,2,2,15,6,4,1127,67.0,False
Miguel Ventura,Creighton,Defender,1,1,9,7,9,722,67.0,False
Benjamin Morgan,Oral Roberts,Midfielder,3,0,12,7,6,541,67.0,False
Morris Matthews,Northeastern,Midfielder,1,1,17,7,18,841,67.0,False
Anthony Godinez,Utah Tech,Defender,1,0,10,4,19,792,67.0,False
Petar Janjic,Loyola Chicago,Forward,0,3,17,5,23,903,67.0,False
Bradley Takamo,Omaha,Forward,0,1,31,8,22,893,67.0,False
Richie Ludwig,Michigan St.,Forward,2,2,22,6,12,1282,67.0,False
Kevin Cull,Holy Cross,Midfielder,0,3,8,3,12,938,67.0,False
Mason Tatafu,Louisville,Defender,1,0,5,2,12,845,67.0,False
Tobe Ibe,Davidson,Forward,1,0,11,3,2,395,67.0,False
Cooper Brunell,Washington,Midfielder,2,0,20,3,8,846,66.0,False
Baxter Hurt,Lipscomb,Defender,0,0,6,1,6,978,66.0,False
Harvey Skurek,Saint Peter's,Defender,0,0,1,1,16,1034,66.0,False
Ivar Orri Gissurarson,UAlbany,Midfielder,2,1,11,6,16,912,66.0,False
Alberto Sanchez Cervera,Niagara,Defender,0,0,3,2,17,1112,66.0,False
Ollie Bate,Missouri St.,Forward,1,2,13,6,1,1081,66.0,False
Nick Miller,Yale,Defender,1,2,4,3,7,612,66.0,False
Josh Hallenberger,California Baptist,Forward,1,2,15,6,16,965,66.0,False
Christian Nielsen,IU Indy,Forward,1,1,9,6,10,576,66.0,False
Mesafint Ellingson,Canisius,Forward,1,1,11,6,4,575,66.0,False
Ryan Armijo,Winthrop,Midfielder,2,1,17,6,14,924,66.0,False
Karl Quist-Therson,UMBC,Midfielder,1,1,6,2,24,902,66.0,False
Andreas Savva,Harvard,Forward,1,0,27,6,5,784,66.0,False
Owen Ruddy,Old Dominion,Defender,0,1,8,2,16,649,66.0,False
Donovan Mcclellan,Radford,Defender,0,0,6,3,29,1061,66.0,False
Chris Maldonado,San Francisco,Forward,2,1,9,4,11,952,66.0,False
Sean Green,Creighton,Midfielder,0,1,2,1,24,362,66.0,False
Daniele Verdirosi,Missouri St.,Forward,1,0,11,5,10,483,66.0,False
Vincent Bennage,Davidson,Forward,1,1,15,7,5,713,66.0,False
Sachiel Ming,Syracuse,Midfielder,0,2,9,5,6,536,66.0,False
Luke Winters,Detroit Mercy,Defender,0,2,5,2,7,885,66.0,False
Simon Johansson,Merrimack,Defender,1,1,3,1,14,928,66.0,False
Kevin Ventura,Central Ark.,Defender,2,0,2,2,5,852,66.0,False
Aaron Markowitz,Temple,Defender,2,0,10,4,4,705,66.0,False
Bali Esquivel,IU Indy,Midfielder,1,1,10,3,20,1168,66.0,False
Abou Cherif,Mount St. Mary's,Forward,2,0,16,7,14,825,66.0,False
Kevin Mejias,Bradley,Forward,2,1,14,6,18,1083,66.0,False
Jack Zugay,Duke,Midfielder,1,1,5,1,4,409,66.0,False
Oscar Olingdahl,Western Ill.,Midfielder,0,1,9,3,15,1273,66.0,False
Tanner Creech,Ohio St.,Forward,1,0,13,8,1,508,66.0,False
Rommee Jaridly,San Diego St.,Forward,0,4,23,5,16,1423,66.0,False
Joao Lima,Columbia,Midfielder,1,1,12,5,17,612,66.0,False
Kalle Rahbeck,Wofford,Midfielder,1,0,21,5,14,1081,66.0,False
Elias Betancourt,Temple,Midfielder,0,1,14,5,33,945,66.0,False
Luke Burns,Virginia,Midfielder,2,0,8,4,7,365,66.0,False
Connor Lawlor,Northeastern,Midfielder,2,1,4,3,9,1027,66.0,False
Tomas Morales,Mercer,Midfielder,1,1,10,4,14,977,66.0,False
Liam Duggan,USC Upstate,Midfielder,1,4,10,3,4,1232,66.0,False
Marcus Lewis,Howard,Forward,1,1,16,7,6,760,66.0,False
Kyrese Lynch-Bailey,La Salle,Midfielder,0,1,19,3,17,979,66.0,False
Jake Williams,Holy Cross,Midfielder,0,2,11,3,18,1045,66.0,False
David Okorie,Virginia,Forward,1,1,6,4,1,472,66.0,False
Jack Beerling,Colgate,Midfielder,3,0,8,4,13,1047,66.0,False
Sean Sent,Washington,Midfielder,0,0,10,3,4,1337,66.0,False
Sam Nyenka,West Virginia,Forward,0,2,12,2,6,550,66.0,False
Jonah Kawamura,UC San Diego,Midfielder,1,0,9,3,18,1294,66.0,False
Quinten Blair,Loyola Chicago,Midfielder,0,1,7,2,18,1268,66.0,False
Alex Hall,Washington,Midfielder,1,1,11,2,3,481,66.0,False
Juho Ojanen,Harvard,Midfielder,0,2,11,3,6,541,66.0,False
Alex Waggoner,Portland,Forward,1,0,26,10,16,856,66.0,False
Leo Schorr,FGCU,Midfielder,2,0,23,11,15,868,66.0,False
Tyler Ware,UNLV,Forward,2,0,18,6,28,972,66.0,False
Luke Chatten,Delaware,Midfielder,0,0,1,0,20,1285,66.0,False
Mason Pahule,Colgate,Midfielder,0,0,7,1,6,1544,66.0,False
Wes Hastings,UC Riverside,Forward,1,1,9,4,2,557,66.0,False
Daniel Govea,Pacific,Midfielder,0,2,6,1,24,1024,66.0,False
Christian Blank,LIU,Defender,1,2,4,3,4,739,66.0,False
Gael Quintero,LMU (CA),Midfielder,1,0,11,5,21,1349,66.0,False
Gabe Norris,Robert Morris,Midfielder,1,0,5,2,14,1198,66.0,False
Brandon Nunez,Purdue Fort Wayne,Midfielder,1,1,7,3,2,400,66.0,False
Gavin Williams,Georgia St.,Midfielder,0,1,19,7,24,1013,66.0,False
Owen Barnett,Hofstra,Forward,0,3,13,5,16,1156,66.0,False
Ryan Jeanfreau,Presbyterian,Forward,1,0,6,3,8,351,66.0,False
Andrew Mcgee,UC San Diego,Midfielder,1,0,25,9,19,752,66.0,False
Marcus Lee,UC Irvine,Forward,2,0,19,7,33,1173,66.0,False
Francesco Mazzei,Oakland,Midfielder,2,1,5,3,9,641,66.0,False
Cesar Batres,Saint Mary's (CA),Midfielder,2,1,10,2,12,1085,66.0,False
Asher Barnes,Western Mich.,Forward,0,4,6,2,15,916,66.0,False
Alex Oliveira,Fairfield,Midfielder,0,2,4,1,25,700,66.0,False
Digger Iqbal,Lafayette,Midfielder,0,0,5,1,27,1312,66.0,False
Sulaiman Abdul-Mateen,VCU,Forward,1,1,8,3,11,552,66.0,False
Angi Bacic,Howard,Defender,2,0,8,4,12,1084,66.0,False
Petro Klishch,Elon,Forward,2,0,10,5,9,808,66.0,False
Cesar Cordova,Virginia,Forward,0,2,13,3,13,580,66.0,False
Jack Kampe,Stonehill,Defender,1,0,10,3,3,1058,66.0,False
Solo Bidanessy,Grand Canyon,Forward,2,0,12,7,19,795,66.0,False
Mydas Smalls,LMU (CA),Midfielder,0,2,13,3,17,993,66.0,False
Jack Wagner,Penn,Forward,1,0,7,3,4,369,66.0,False
Abdi Adan,Omaha,Midfielder,0,2,1,0,1,365,66.0,False
Victor Lopes,FGCU,Defender,0,0,7,2,6,896,66.0,False
Erick Monge,Grand Canyon,Defender,0,0,2,1,6,858,66.0,False
Jimmy Pombor,Bucknell,Midfielder,1,1,5,2,8,1241,66.0,False
Levi Pillar,Brown,Midfielder,0,2,9,6,12,886,66.0,False
Max Trethewey,West Virginia,Midfielder,1,1,9,5,15,805,66.0,False
Alex Chow,Stanford,Midfielder,0,2,6,1,15,819,66.0,False
Kyle Skevington,Air Force,Defender,0,0,4,1,5,1145,66.0,False
Ian Graham,James Madison,Defender,0,0,0,0,1,799,66.0,False
Cole Dougherty,Saint Louis,Defender,0,1,0,0,9,756,66.0,False
Jorge Pacheco,St. Thomas (MN),Midfielder,0,3,6,0,8,1135,66.0,False
Erick Ruiz,Rutgers,Defender,0,0,3,0,22,842,66.0,False
Cole Barrett,UC San Diego,Midfielder,1,1,17,9,11,913,66.0,False
Carson Chochon,Omaha,Defender,1,0,5,3,7,794,66.0,False
Alex Marin,Fairfield,Forward,1,0,4,2,1,305,65.0,False
Ricardo Garcia,Houston Christian,Midfielder,1,1,13,3,5,902,65.0,False
Jacob Bilyeu,SIUE,Forward,2,1,12,7,4,1092,65.0,False
Jackson Sullivan,Bucknell,Defender,0,0,4,2,4,802,65.0,False
Bas Beckhoven,Stony Brook,Midfielder,0,0,5,2,17,1394,65.0,False
Gijs Velings,IU Indy,Midfielder,1,1,8,2,9,1202,65.0,False
Cole Parete,Georgetown,Midfielder,1,1,5,1,4,398,65.0,False
Joey Mueller,UCF,Forward,0,2,8,6,3,479,65.0,False
Pascal Leatherman,Milwaukee,Defender,1,1,6,4,24,450,65.0,False
Carlos Zambrano,Syracuse,Midfielder,1,0,13,4,13,427,65.0,False
Pavel Romero-Garmendia,Georgia St.,Midfielder,1,1,10,3,16,739,65.0,False
Kevin Andrews,Wisconsin,Forward,1,0,23,4,39,1181,65.0,False
Damian Naumoski,FDU,Midfielder,0,0,6,2,11,1358,65.0,False
Lukas Juodkunaitis,UC Riverside,Midfielder,0,1,20,5,16,945,65.0,False
Jacob Bartlett,Notre Dame,Midfielder,1,0,9,2,14,1005,65.0,False
Joseph Mwamba,Rhode Island,Defender,0,0,2,0,8,824,65.0,False
Pedro Amancio,North Florida,Defender,0,3,9,2,6,606,65.0,False
Colin Pearce,Michigan St.,Midfielder,0,1,14,3,21,1031,65.0,False
Nick Okoro,Butler,Forward,1,1,4,2,7,483,65.0,False
Christopher Thaggard,Northwestern,Forward,1,1,6,2,11,549,65.0,False
Ehi Aimiuwu,Mercer,Forward,1,0,10,5,2,458,65.0,False
Jack Travis,Furman,Defender,0,1,6,0,9,641,65.0,False
Jeremy Talsma,Niagara,Defender,1,0,9,6,5,1028,65.0,False
Chase Wakefield,Drake,Midfielder,2,0,8,3,4,411,65.0,False
Michael Owens,South Fla.,Midfielder,1,1,6,2,9,466,65.0,False
Skyler Cunha,Marist,Midfielder,1,1,15,7,12,867,65.0,False
Truls Braendvang,Saint Joseph's,Midfielder,0,2,9,3,7,1431,65.0,False
Jackson Triche,Radford,Defender,0,1,4,2,6,1110,65.0,False
Ayoub Boumelala,Manhattan,Midfielder,0,1,5,2,14,1209,65.0,False
Roman Warren,UC Irvine,Midfielder,1,1,15,6,8,761,65.0,False
Cesar Banacloy,Drexel,Defender,0,2,17,5,17,579,65.0,False
Itay Soffer,Northern Ky.,Midfielder,0,2,8,2,13,801,65.0,False
Jason Buezo,Utah Tech,Forward,1,1,23,8,18,1058,65.0,False
Ted Cargill,South Carolina,Midfielder,0,2,3,1,7,912,65.0,False
Jan Maldonado,Radford,Midfielder,2,0,16,3,33,1245,65.0,False
Jett Aktan,Old Dominion,Midfielder,0,0,7,2,15,1250,65.0,False
Wyand Wessels,Gardner-Webb,Defender,1,0,5,2,11,782,65.0,False
Gabriel Betancourt,ETSU,Midfielder,0,0,8,5,12,1341,65.0,False
Aj Zarcone,Canisius,Midfielder,1,0,5,2,16,1393,65.0,False
Mustapha Sowe,American,Midfielder,2,0,6,4,8,372,65.0,False
Ryan Cote,Yale,Midfielder,1,0,6,3,11,1347,65.0,False
Ryota Kono,Stony Brook,Midfielder,0,1,9,2,4,321,65.0,False
Lucas Nesthus,Marquette,Forward,1,0,9,3,5,442,65.0,False
Jason Zacarias,Boston U.,Midfielder,1,1,10,4,9,1117,65.0,False
Cole Cruthers,Rutgers,Midfielder,0,2,7,5,14,875,65.0,False
Ivan Vrh,Massachusetts,Defender,2,1,14,8,6,456,65.0,False
Evan Schweickert,Jacksonville,Midfielder,0,1,11,1,25,939,65.0,False
Eamon Fakhri,San Jose St.,Defender,0,1,9,2,16,623,65.0,False
Joel Gonzalez,Kentucky,Defender,0,1,4,3,7,733,65.0,False
Jack Bilyeu,Xavier,Midfielder,1,1,4,1,1,349,65.0,False
Clement Badger,Tulsa,Forward,1,0,13,5,9,513,65.0,False
Diego Elizalde,Brown,Forward,1,0,5,1,6,352,65.0,False
Alex Barger,Indiana,Forward,1,2,6,1,27,1275,65.0,False
Braiden Hall,Georgia St.,Midfielder,0,2,10,4,8,585,65.0,False
Henrry Abarca-Gonzalez,Western Ill.,Midfielder,1,1,4,1,6,406,65.0,False
Ricardo Ferreira,Winthrop,Forward,1,1,18,6,13,870,65.0,False
Bennet Morrill,Merrimack,Midfielder,1,2,6,2,5,1193,65.0,False
Charlie Lawrence,Michigan,Midfielder,2,0,10,2,21,689,65.0,False
Mackie Sacarellos,Mount St. Mary's,Defender,0,2,1,0,4,854,65.0,False
Max Aquino,UIC,Midfielder,1,1,8,3,15,614,65.0,False
Ben Kelly,Harvard,Midfielder,2,1,6,2,2,655,65.0,False
Mason Dougherty,San Francisco,Midfielder,0,1,10,3,16,1026,65.0,False
Jonathan Ferreira,UMass Lowell,Forward,1,0,9,6,17,500,65.0,False
Adrien Wheaton-Schopp,Columbia,Forward,1,0,3,2,22,364,65.0,False
Timmy Donovan,Colgate,Forward,2,0,5,3,6,620,65.0,False
Joseph Dipreta,Siena,Midfielder,1,1,10,5,11,911,65.0,False
Kaya Ignacio,High Point,Forward,1,1,13,5,22,967,65.0,False
Shaquan Reid,Chicago St.,Defender,0,1,1,1,16,1170,65.0,False
Ethan Bell,Utah Tech,Forward,1,1,13,10,27,806,65.0,False
Kyle Smith,Stony Brook,Midfielder,0,2,7,1,13,912,65.0,False
Collin Sullivan,Bucknell,Defender,0,0,1,1,3,809,65.0,False
Benjamin Donato,Stetson,Midfielder,0,2,7,3,13,867,65.0,False
Sebastian Soriano,FGCU,Defender,0,0,1,0,8,900,65.0,False
Cassidy Tanddo,Saint Joseph's,Defender,0,0,2,0,5,1005,65.0,False
Omre Ettienne,Saint Peter's,Defender,0,0,3,1,15,981,65.0,False
Malick Daouda,Penn St.,Midfielder,2,0,11,5,11,1217,65.0,False
Harry Bark,Manhattan,Defender,3,1,7,6,5,361,65.0,False
Edson Flores,Canisius,Midfielder,2,1,7,5,11,766,65.0,False
Micah Wayland,Old Dominion,Forward,1,0,7,2,8,413,65.0,False
Tanner Hodgson,Western Mich.,Midfielder,0,0,7,1,30,1024,65.0,False
Hayes Wood,Virginia,Forward,1,0,12,7,16,565,65.0,False
Hogan Walker,Col. of Charleston,Defender,0,0,3,1,9,843,65.0,False
Marko Odorcic,Wright St.,Midfielder,0,2,4,2,10,903,65.0,False
Max Fujimori,Lafayette,Midfielder,2,1,7,3,4,573,65.0,False
Colin Pearce,Cal Poly,Forward,1,2,3,2,10,667,65.0,False
Ali Nasser,Duquesne,Midfielder,2,0,9,5,13,493,65.0,False
David Boccuzzo,FIU,Midfielder,0,1,3,0,15,1188,65.0,False
Kerfalla Toure,Fla. Atlantic,Defender,0,2,1,0,6,622,65.0,False
Jack Jenkins,Wright St.,Midfielder,0,0,2,1,18,1281,65.0,False
Zane Brown,Central Conn. St.,Midfielder,3,1,8,4,21,1408,65.0,False
Charlie Herley,Loyola Maryland,Forward,1,3,15,7,13,1243,65.0,False
Evan Pickering,UConn,Forward,1,1,4,1,7,503,65.0,False
Iker Carew,Kentucky,Forward,1,0,8,5,4,408,65.0,False
Emmanuel Monserrat,Utah Tech,Midfielder,0,1,14,3,28,1053,65.0,False
Lucas White,VCU,Midfielder,2,0,10,5,20,1006,65.0,False
Uleto Fuentes,Wright St.,Midfielder,0,1,8,3,26,951,65.0,False
Roman Stallings,Howard,Midfielder,0,2,6,2,14,1210,65.0,False
Kristjan Gunnarsson,Harvard,Defender,1,2,3,1,3,647,65.0,False
Owen Drummond,Fairfield,Midfielder,1,2,2,1,12,757,65.0,False
Ingvar Kolbjornsen,ETSU,Midfielder,1,1,7,1,21,802,65.0,False
Garland Hall,Southern Ind.,Midfielder,0,2,10,2,13,1525,65.0,False
Nathan Trickett,Xavier,Midfielder,2,0,21,9,6,910,65.0,False
Matheo Francou,Central Ark.,Midfielder,1,1,4,1,14,859,64.0,False
Alex Johnson,Belmont,Defender,0,0,2,0,7,769,64.0,False
Louis Simon,Detroit Mercy,Midfielder,1,1,5,2,21,852,64.0,False
Nathaniel Enriquez,DePaul,Midfielder,1,1,2,1,9,428,64.0,False
Diego Candia,Winthrop,Defender,0,0,0,0,7,1206,64.0,False
Charlie Wood,UNC Asheville,Midfielder,1,1,10,7,3,543,64.0,False
James Redington,UC San Diego,Midfielder,0,0,1,0,20,1337,64.0,False
Glodie Mata,Canisius,Forward,1,2,9,6,11,901,64.0,False
Jony Munoz,Grand Canyon,Forward,1,3,12,5,10,1120,64.0,False
Oren Stuppel,Cal Poly,Forward,2,1,8,6,18,1000,64.0,False
Marci Killeen,Boston College,Midfielder,1,1,9,4,9,722,64.0,False
Jared Weber,American,Midfielder,1,1,10,3,11,789,64.0,False
Iain Wagner,San Diego,Midfielder,0,1,13,4,11,680,64.0,False
Oliver Stone,Utah Tech,Midfielder,2,0,9,4,22,724,64.0,False
Claudel Ngongang,Bradley,Midfielder,1,0,12,5,20,498,64.0,False
Troy Matingou,Howard,Defender,0,0,2,1,7,1113,64.0,False
Brett Perkins,Omaha,Midfielder,2,0,13,5,7,561,64.0,False
Issa Mudashiru,Princeton,Defender,2,0,5,3,5,641,64.0,False
Noah Holmstrom,Ga. Southern,Midfielder,0,1,3,1,8,1098,64.0,False
Braden Fidelak,LMU (CA),Midfielder,0,0,3,1,14,1473,64.0,False
Bennett Gerak,Northern Ky.,Midfielder,1,1,12,2,10,757,64.0,False
Damon Rouse,Grand Canyon,Midfielder,0,1,7,3,15,1204,64.0,False
Braden Masker,North Florida,Forward,1,0,6,2,6,394,64.0,False
Adrian Guzman,California,Midfielder,0,2,6,1,4,668,64.0,False
