Name,Team,Position,Goals,Assists,Shots,Shots On Target,Fouls Won,Minutes Played,MAX,MLS_Drafted
Ben Bischof,Loyola Chicago,Midfielder,2,2,13,5,25,828,71.0,False
Carles Aliberch,Drexel,Midfielder,1,0,18,4,34,1261,71.0,False
Xavier O'Neil,Boston College,Midfielder,1,2,25,13,12,980,71.0,False
Michael Tsicoulias,New Hampshire,Forward,2,1,20,7,12,777,71.0,False
Augie Cooper,William & Mary,Midfielder,1,2,8,1,9,1440,71.0,False
Joey Velasquez,CSU Bakersfield,Midfielder,3,0,10,6,24,1341,71.0,False
Stavros Charalampous,California Baptist,Midfielder,1,1,13,2,30,1518,71.0,False
Casey Mccloskey,Charlotte,Midfielder,0,3,8,4,4,510,71.0,False
Marcus Williams,Holy Cross,Midfielder,3,1,15,8,16,1342,71.0,False
Triton Beauvois,Virginia,Forward,2,2,13,3,9,869,71.0,False
Andrew Valverde,UC San Diego,Midfielder,4,1,14,8,12,900,71.0,False
Francesco Di Ponzio,Rutgers,Midfielder,2,1,10,5,6,434,71.0,False
Olsen Aluc,Stony Brook,Forward,2,0,19,7,8,646,71.0,False
Juan Moreno,Oral Roberts,Midfielder,0,2,15,4,20,1162,71.0,False
Tomislav Vrdoljak,Siena,Midfielder,0,2,6,0,21,1402,71.0,False
Jubril Bamgbala,Army West Point,Forward,2,2,21,8,15,941,71.0,False
Andy Sullins,Virginia Tech,Forward,1,1,25,8,13,697,71.0,False
Rohan Mceligot,California,Midfielder,1,2,13,3,15,631,71.0,False
Shunnosuke Nakajima,UMass Lowell,Midfielder,1,0,24,11,38,1237,71.0,False
Cooper Forcellini,Xavier,Midfielder,1,1,26,14,29,1400,71.0,False
Zakaria Amro,Wright St.,Defender,0,1,2,1,5,1212,71.0,False
Giuseppe Croce,Stetson,Defender,0,1,4,0,8,1027,71.0,False
Tommaso Rossetto,Saint Joseph's,Forward,2,1,34,10,16,1014,71.0,False
Tanner Barry,Brown,Midfielder,1,1,13,8,14,1455,71.0,False
Celestin Blondel,High Point,Forward,2,2,15,9,20,924,71.0,False
Noah Lopez,UC Riverside,Forward,4,0,14,8,10,940,71.0,False
Eidur Baldvinsson,Dartmouth,Forward,2,1,20,8,4,758,71.0,False
Joep De Bruin,Radford,Defender,2,1,15,8,20,1218,71.0,False
Kyle Ward,Eastern Ill.,Defender,1,1,15,3,9,1350,71.0,False
Sodai Koketsu,Winthrop,Defender,1,0,13,4,22,1416,71.0,False
Webb Kosich,William & Mary,Forward,1,1,5,2,3,340,71.0,False
Vicente Ayala,San Diego,Midfielder,0,1,13,4,9,1394,71.0,False
Wawa Palga,Omaha,Forward,2,1,14,10,5,673,71.0,False
Giammarco Rodio,La Salle,Forward,2,0,25,11,9,739,71.0,False
Anthony Vargas,Longwood,Defender,1,1,4,1,14,1541,71.0,False
Isnaba Namusse,Rhode Island,Defender,0,1,2,0,13,954,71.0,False
Aidan Bone,Boston U.,Forward,4,0,13,7,7,888,71.0,False
Jackson Mitchell,Southern Ind.,Forward,3,2,26,10,25,1226,71.0,False
Brandon Curran,Penn,Midfielder,2,2,13,5,16,877,71.0,False
Zach Ramsey,Washington,Midfielder,2,2,13,6,7,700,71.0,False
Ola Maeland,Rutgers,Forward,3,2,24,13,22,1280,71.0,False
Carmine Falco,Columbia,Defender,0,0,7,1,14,1079,71.0,False
Jan Schroeder,Delaware,Defender,0,6,5,1,7,685,71.0,False
Luka Vasic,NIU,Defender,1,0,6,3,9,1347,71.0,False
Kuba Cihak,Howard,Defender,0,1,5,2,10,1374,71.0,False
Daniel Fregoso Bautista,San Jose St.,Forward,1,1,8,4,6,383,71.0,False
Sam Layton,Syracuse,Midfielder,1,1,8,2,18,1416,71.0,False
Calle Edelstam,Elon,Midfielder,0,3,14,2,11,700,71.0,False
Cameron Radeke,IU Indy,Forward,2,2,21,7,34,998,71.0,False
Collin Mccamy,Northwestern,Midfielder,1,2,27,7,0,1311,71.0,False
Austin Holtebeck,Drake,Midfielder,0,2,1,0,9,1400,71.0,False
Zach Sauer,UNCW,Midfielder,1,1,8,3,11,1714,71.0,False
Damoni Mckenna-Greenwalt,Gonzaga,Defender,1,3,6,3,8,879,71.0,False
Yusef Gueye,Lehigh,Midfielder,4,0,33,16,7,993,71.0,False
Luis Borrero,California Baptist,Midfielder,2,2,20,7,20,1113,71.0,False
Carles Zomeno,SIUE,Midfielder,1,0,13,6,31,1487,71.0,False
Brady Elliott,UC Riverside,Defender,0,0,2,1,8,1026,71.0,False
Noah Roka,Oakland,Defender,0,0,7,4,4,1015,71.0,False
Jack Bonas,Penn St.,Defender,0,0,2,0,8,1146,71.0,False
Olivier Correa,Jacksonville,Midfielder,3,0,28,16,30,1018,71.0,False
Victor Koah,Robert Morris,Defender,0,0,7,3,8,1009,71.0,False
Sean O'Donnell,Hofstra,Midfielder,1,1,5,4,20,350,71.0,False
Rodrigo Vaza,Providence,Midfielder,1,2,11,5,18,1249,71.0,False
Junee Lee,Mount St. Mary's,Midfielder,3,1,30,19,11,919,71.0,False
Ales Kohoutek,Kansas City,Defender,1,5,3,1,5,692,71.0,False
Ethan Schaefer,Drexel,Forward,2,0,25,12,6,757,71.0,False
Joe O'Connor,Ga. Southern,Midfielder,2,2,4,2,25,714,71.0,False
Conner Lisenbee,Cal Poly,Forward,2,0,17,5,21,633,71.0,False
Gaku Nishimura,California,Midfielder,2,2,11,4,5,1076,71.0,False
Ezekiel Padilla,Pacific,Forward,2,0,19,7,19,664,71.0,False
Daniel Normann,Missouri St.,Midfielder,0,3,3,1,13,516,71.0,False
Billy Clark,Binghamton,Midfielder,1,3,15,6,8,1125,71.0,False
Brogan Townsend,Saint Louis,Midfielder,0,1,5,1,13,1612,71.0,False
Graham Dougald,Mount St. Mary's,Midfielder,3,1,33,8,7,1288,71.0,False
Tarun Karumanchi,UCLA,Midfielder,0,0,10,4,16,1458,71.0,False
Duilio Herrera,Michigan,Midfielder,1,2,14,4,29,753,71.0,False
Austin Bush,New Hampshire,Midfielder,0,3,14,5,13,774,71.0,False
Oliver Holmstrom,UMass Lowell,Midfielder,4,0,14,7,3,488,71.0,False
Juan Romero,Purdue Fort Wayne,Midfielder,1,2,13,5,21,1243,71.0,False
Adam Hillis,UC San Diego,Midfielder,1,3,4,1,19,1266,71.0,False
Patrick Gryczewski,Rhode Island,Midfielder,2,1,13,6,8,471,71.0,True
Ronan Wilcox,Western Mich.,Midfielder,1,1,4,3,11,305,71.0,False
Jose Alves Faria,Bryant,Midfielder,2,1,18,5,19,1048,71.0,False
Zach Hassell,Fla. Atlantic,Midfielder,1,1,9,4,6,322,71.0,False
Sam Latona,Cornell,Midfielder,1,2,9,3,9,505,71.0,False
Kyler Miller,Robert Morris,Midfielder,1,2,16,9,7,561,71.0,False
Thor Sigurjonsson,William & Mary,Midfielder,2,2,10,5,17,1193,71.0,False
Diogo Branco,William & Mary,Midfielder,2,1,19,5,35,1108,71.0,False
Mikey Chiha,La Salle,Midfielder,0,3,15,4,9,1219,71.0,False
Ben Madore,Penn St.,Midfielder,1,2,12,6,11,505,71.0,False
Leo Guarino,Boston College,Forward,1,3,27,13,16,1010,71.0,False
Josh Johansen,Green Bay,Midfielder,0,4,11,4,10,933,71.0,False
Michael Teduits,Villanova,Midfielder,2,3,18,6,3,940,71.0,False
Evan Rabush,William & Mary,Defender,0,5,8,2,4,765,71.0,False
Gabe Ruitenberg,William & Mary,Midfielder,3,1,17,11,7,840,70.0,False
Mike Willis,Massachusetts,Forward,1,3,20,10,16,1599,70.0,False
Axel Alejandre,UNC Greensboro,Midfielder,0,0,0,0,9,1569,70.0,False
Isaac Calderon,UAB,Forward,1,0,14,4,5,388,70.0,False
Joao Saraiva,Bradley,Midfielder,1,2,17,9,19,905,70.0,False
Dylan Rice,Canisius,Midfielder,0,3,19,3,25,1062,70.0,False
Keegan Yorke,Lipscomb,Defender,1,1,9,6,12,1033,70.0,False
Bertil Alban,Kentucky,Midfielder,0,3,11,5,12,931,70.0,False
Eric Sadlocha,NJIT,Defender,1,0,4,2,6,932,70.0,False
Fritz Volmar,Northwestern,Defender,0,1,5,0,7,874,70.0,False
Cade Mcgrath,Bucknell,Defender,1,1,5,3,6,882,70.0,False
Darrell Turcios,UIC,Midfielder,3,0,15,7,10,1359,70.0,False
Bryan Miralrio,UNCW,Forward,2,2,26,10,17,1296,70.0,False
Rhys Gourdie,Washington,Midfielder,0,1,21,5,18,1262,70.0,False
Rio Pemberton,Houston Christian,Midfielder,1,2,18,8,9,992,70.0,False
Jago Thompson-Roberts,IU Indy,Defender,0,1,5,1,4,982,70.0,False
Fabian Alvarez,Creighton,Defender,1,0,6,2,14,903,70.0,False
Ramses Martinez,UC Santa Barbara,Midfielder,1,1,11,4,20,1230,70.0,False
Dax Booth,Radford,Midfielder,1,1,9,5,4,335,70.0,False
Jeloni Murray-Powell,Green Bay,Midfielder,1,2,7,2,26,1171,70.0,False
Adam Yousfi,Memphis,Midfielder,3,0,22,9,15,686,70.0,False
Tim Allos,Detroit Mercy,Forward,2,1,16,6,6,765,70.0,False
Kristian Feed,Dartmouth,Midfielder,1,2,13,5,20,1334,70.0,False
Jack Finnegan,UIC,Forward,2,1,15,8,15,795,70.0,False
Daniil Kaban,Howard,Forward,2,1,18,8,9,827,70.0,False
Henry Wachsman,George Mason,Midfielder,2,0,16,9,20,1209,70.0,False
Finn Roberts,George Washington,Midfielder,0,2,8,1,15,433,70.0,False
Nicolas Villalobos,FIU,Midfielder,3,1,13,9,20,1043,70.0,False
Jimmy Baars,Western Ill.,Midfielder,2,1,21,12,28,1135,70.0,False
Jack Fridman,LIU,Midfielder,0,2,3,1,2,311,70.0,False
Aaron Messer,Penn,Midfielder,0,1,3,0,17,1382,70.0,False
Talan Rochelle,Gonzaga,Forward,2,0,16,10,12,664,70.0,False
Kris Naicker,Fairfield,Defender,1,0,9,6,6,1094,70.0,False
Lucas Rizzo,UAB,Midfielder,4,1,14,8,12,908,70.0,False
Doug Hainer,Coastal Carolina,Midfielder,3,1,27,14,14,1014,70.0,False
Jack Rhead,Duquesne,Forward,1,2,12,5,8,617,70.0,False
Aiden Gonzalez,Lehigh,Midfielder,3,1,22,8,4,1210,70.0,False
Arev Vera,UTRGV,Defender,0,0,1,0,8,976,70.0,False
Caleb Trowbridge,Cleveland St.,Midfielder,3,0,21,8,11,1170,70.0,False
Jaden Dubon,George Washington,Forward,2,1,17,7,14,807,70.0,False
Yanis Belatrache,UCF,Midfielder,1,1,12,5,31,1144,70.0,False
Nicholas Roe,Loyola Chicago,Defender,0,0,5,1,15,1017,70.0,False
Andrew Schug,Navy,Forward,2,1,27,9,12,929,70.0,False
Marco Valencia,Purdue Fort Wayne,Forward,1,2,30,11,35,1147,70.0,False
Michael Hong,Loyola Chicago,Defender,0,0,8,2,20,999,70.0,False
Pedro Faife,South Fla.,Midfielder,2,0,22,6,29,1216,70.0,False
Oliver Martin,Michigan,Forward,3,0,11,5,16,796,70.0,False
Kisa Kiingi,Cornell,Defender,0,0,5,0,12,913,70.0,False
Rodrigo De Castro,Rhode Island,Defender,0,0,1,0,36,870,70.0,False
Tom Dahlin,NIU,Defender,0,1,7,4,15,1232,70.0,False
Cesar Baltazar,UTRGV,Midfielder,1,3,4,1,9,1290,70.0,False
Mads Christensen,Bowling Green,Midfielder,0,1,4,2,30,1233,70.0,False
Stephen Appiah,Drexel,Forward,1,0,8,3,6,315,70.0,False
Pharis Petrica,Central Ark.,Midfielder,0,2,20,6,12,1105,70.0,False
Richie Nichols,Loyola Maryland,Midfielder,2,1,21,8,28,1230,70.0,False
Leontios Zacharia,Queens (NC),Midfielder,0,3,8,2,23,1397,70.0,False
Nate Lagoa,Stonehill,Midfielder,2,1,17,4,23,1324,70.0,False
Bakuena Ramakatsa,Cal Poly,Midfielder,0,2,24,9,10,1115,70.0,False
George Waites,Xavier,Midfielder,0,3,10,4,8,1345,70.0,False
Andrew Millar,Vermont,Midfielder,2,1,14,5,16,981,70.0,False
Andre Ochoa,UCLA,Forward,2,1,28,12,19,1463,70.0,False
Bilal Camara,Louisville,Midfielder,1,3,6,2,1,674,70.0,False
Brad Dildy,Belmont,Midfielder,0,3,7,0,19,1172,70.0,False
Caleb Swenson,Winthrop,Forward,1,1,4,3,5,355,70.0,False
Victor Andersson,Monmouth,Forward,3,1,17,7,8,1108,70.0,False
Cade Maglione,Lafayette,Midfielder,2,0,19,5,21,1336,70.0,False
Aidan Wright,Colgate,Midfielder,1,3,8,4,10,742,70.0,False
Damola Salami,Boston U.,Forward,2,1,20,9,1,776,70.0,False
Chase Tanon,UC Davis,Forward,0,5,14,7,12,873,70.0,False
Kai Merrill,UNLV,Midfielder,2,2,11,4,15,1070,70.0,False
Matias De Jesus,Maryland,Midfielder,2,1,19,7,16,694,70.0,False
J.P. Pascarella,Drake,Midfielder,2,2,8,3,2,702,70.0,False
Angus Taylor,North Florida,Forward,1,1,14,5,9,533,70.0,False
Miles Merritt,UIW,Midfielder,1,1,11,4,28,1361,70.0,False
Joan Sanchis,Rhode Island,Midfielder,3,0,17,6,11,1405,70.0,False
Mika Sebastian Kosch,UC Riverside,Defender,1,1,5,4,11,897,70.0,False
Enzo Panozzo,SMU,Defender,1,1,14,4,13,844,70.0,False
Noah Hiort-Wright,William & Mary,Defender,0,0,1,0,5,1042,70.0,False
Gabriel Christensen,Memphis,Forward,2,2,25,10,14,1155,70.0,False
Amos Boum Nlend,Creighton,Forward,1,0,8,2,35,400,70.0,False
Nate Monteiro,Stonehill,Forward,3,0,21,10,18,1038,70.0,False
Bruno Riveron Sagrero,Winthrop,Forward,1,3,14,8,21,827,70.0,False
Emory Crichlow,Winthrop,Defender,0,0,8,1,20,1411,70.0,False
Woongchan Oh,VMI,Midfielder,2,1,28,11,21,1108,70.0,False
Mohammed Sumaila,UNC Greensboro,Defender,0,1,5,0,7,840,70.0,False
Noah Louzan,Davidson,Midfielder,2,2,14,5,14,966,70.0,False
Gabe Anguil,Marquette,Midfielder,2,2,11,5,14,914,70.0,False
Carter Houlihan,Lafayette,Midfielder,1,2,10,6,19,1222,70.0,False
Pariss Mitchell,Wake Forest,Forward,1,2,24,14,13,866,70.0,False
Jeremy Montero,Fla. Atlantic,Forward,1,1,7,3,5,390,70.0,False
Nikola Sljivic,Oral Roberts,Midfielder,0,1,6,1,14,1334,70.0,False
Sean Cadigan,Monmouth,Midfielder,1,0,9,3,10,1426,70.0,False
Sean Yurgel,La Salle,Forward,1,0,16,9,3,421,70.0,False
Jose Angel Luna,Butler,Forward,1,0,4,1,34,321,70.0,False
Jelle Van Deijck,Gonzaga,Midfielder,1,3,10,4,8,834,70.0,False
Richard Thompson,South Fla.,Defender,0,0,4,1,13,969,70.0,False
Ryan Holmes,Marshall,Midfielder,0,2,7,2,16,1149,70.0,False
Saeid Jannoun,Detroit Mercy,Forward,1,1,6,4,9,403,70.0,False
Matteo Brossel,New Hampshire,Midfielder,0,2,5,1,22,1196,70.0,False
Joshua Torres,UIC,Forward,1,1,28,14,11,817,70.0,False
Tyler Stinnett,Lipscomb,Midfielder,2,2,15,9,15,838,70.0,False
Ahiro Nakamae,Southern Ind.,Midfielder,3,2,20,9,20,1498,70.0,False
Emmanuel Martinez,UIW,Forward,1,2,14,9,14,649,70.0,False
Majaliwa Msabaha,Elon,Midfielder,0,0,7,3,22,1470,70.0,False
Alon Drey,FGCU,Midfielder,2,1,22,8,20,1300,70.0,False
Rafael Matiello,UC Davis,Midfielder,3,0,14,7,9,464,70.0,False
Anthony Ramirez,High Point,Midfielder,1,2,8,2,12,527,70.0,False
Blake Peterson,Davidson,Midfielder,3,1,10,5,7,561,70.0,False
Bryan Toro,Boston College,Defender,1,0,15,4,5,885,70.0,False
Kelly Cooper,Army West Point,Defender,0,0,4,1,1,1020,70.0,False
Jude Zamora,Saint Mary's (CA),Forward,2,2,12,4,10,799,70.0,False
Charlie Harper,Saint Peter's,Defender,0,0,7,3,10,1172,70.0,True
Saidou Diallo,LIU,Defender,0,1,3,0,12,930,69.0,False
John Adekunle,South Fla.,Forward,2,1,17,12,9,838,69.0,False
Charlie Kitch,Elon,Midfielder,2,1,5,2,15,1144,69.0,False
Douglas Arveskar,Dartmouth,Forward,1,1,7,3,9,450,69.0,False
Justin Milovanov,Marquette,Midfielder,3,0,25,15,14,1042,69.0,False
Mohammed Ibrahim,VCU,Midfielder,0,2,16,8,3,474,69.0,False
Oliver Stavdal,Kentucky,Midfielder,2,0,13,5,10,1213,69.0,False
Mikkel Goeling,UC Santa Barbara,Midfielder,0,2,19,4,11,959,69.0,False
Jorge Quintero,Cal St. Fullerton,Midfielder,1,2,16,1,9,868,69.0,False
Enzo Newman,Oregon St.,Forward,0,6,11,1,17,1600,69.0,True
Thore Boehm,Omaha,Midfielder,0,0,4,2,17,1465,69.0,False
Edward Castro,UC Riverside,Forward,2,2,20,8,15,1145,69.0,False
Callum Cleary,Mercyhurst,Midfielder,0,0,8,2,23,1380,69.0,False
James Ferraro,Holy Cross,Forward,1,1,16,5,3,573,69.0,False
Ede Gramberg,Fordham,Forward,2,1,21,10,16,1409,69.0,False
Kyle Halehale,Mercyhurst,Midfielder,1,0,6,2,8,1341,69.0,False
Christian Leon,Purdue Fort Wayne,Midfielder,0,2,6,1,28,1134,69.0,False
Hugo Gerbore,Seton Hall,Midfielder,1,2,7,4,16,681,69.0,False
Arnau Rabassa Guillamon,Central Conn. St.,Midfielder,1,2,36,9,22,1106,69.0,False
Jonas Lyshoj,Bryant,Forward,0,2,32,15,4,863,69.0,False
Samuel Ovesen,Penn St.,Defender,0,1,0,0,8,1015,69.0,False
Lewis Redding,Old Dominion,Defender,0,3,5,3,6,744,69.0,False
Eddie Villeda,UC Santa Barbara,Midfielder,2,1,16,4,6,1043,69.0,False
Alfonso Tenconi-Gradillas,Stanford,Forward,0,1,15,8,20,420,69.0,False
Colin Hargraves,Stonehill,Defender,0,2,3,2,5,1138,69.0,False
Milo Wray,James Madison,Midfielder,1,2,11,5,13,800,69.0,False
Tyler Glassberg,Northwestern,Midfielder,2,2,12,8,5,881,69.0,False
Lawson Redmon,Saint Louis,Defender,0,3,8,3,8,671,69.0,False
Macoumba Ba,St. John's (NY),Forward,2,0,24,11,24,943,69.0,False
Ricky Schissler,UMBC,Defender,1,2,8,1,9,756,69.0,False
Javier Lopez Sanchez,UCF,Midfielder,1,2,13,4,10,866,69.0,False
Federico Tellez,New Hampshire,Forward,0,4,24,8,24,1083,69.0,False
Diego Zaffanella,Yale,Midfielder,0,2,12,3,21,1392,69.0,False
Luca Baltzer,Pacific,Midfielder,1,2,4,2,20,1346,69.0,False
Kyle Stenzel,Massachusetts,Midfielder,1,1,6,4,21,1107,69.0,False
Herman Rugland,Merrimack,Midfielder,1,3,12,5,16,1072,69.0,False
Andres Garcia,Columbia,Forward,1,1,3,2,2,354,69.0,False
J Vignir Petursson,Seton Hall,Midfielder,3,0,10,5,0,1317,69.0,False
Kasem Minzey,Army West Point,Defender,0,1,4,2,17,899,69.0,False
Joe Suchecki,Northwestern,Midfielder,1,2,16,2,7,1003,69.0,False
Kevin Pierre,Ga. Southern,Midfielder,1,2,6,1,17,1071,69.0,False
Olivier Sylvain,San Francisco,Midfielder,1,1,17,5,26,781,69.0,False
Javier Lopez Cayuela,Sacred Heart,Midfielder,3,0,16,7,5,488,69.0,False
Alex Fritcher,Utah Valley,Midfielder,1,1,9,3,11,1353,69.0,False
Leon Steffen,La Salle,Defender,1,0,4,2,3,932,69.0,False
Alejandro Giner,St. Thomas (MN),Midfielder,2,2,18,6,19,1051,69.0,False
Souley Diouf,Utah Valley,Forward,1,2,6,4,5,526,69.0,False
Gabe Sanchez,UNLV,Midfielder,3,1,9,5,8,1162,69.0,False
Chris Shust,Bellarmine,Forward,2,0,11,3,13,619,69.0,False
Nicholas Alves,Old Dominion,Forward,1,0,8,3,5,329,69.0,False
Skyler Stricker,Liberty,Defender,1,1,4,2,5,863,69.0,False
Branden Johns,Villanova,Midfielder,0,3,6,2,9,1327,69.0,False
Pol Mesalles,Quinnipiac,Defender,0,0,2,1,15,981,69.0,False
Matthew Dean,Ga. Southern,Forward,2,0,11,2,9,594,69.0,False
Jack Mcdaid,Columbia,Midfielder,2,1,17,8,35,1003,69.0,False
Matteo Boasso,Lindenwood,Midfielder,3,0,19,8,12,728,69.0,False
Emiel Nieuwhof,Western Mich.,Defender,1,3,2,2,4,672,69.0,False
Cesar Elizalde,UIW,Midfielder,1,1,22,8,22,1093,69.0,False
Ryan Lee,UNCW,Forward,1,2,9,6,17,627,69.0,False
Nils Orywol,Tulsa,Defender,0,1,1,0,19,1010,69.0,False
Thomas Mancuso,Holy Cross,Midfielder,1,2,7,3,4,503,69.0,False
Ugo Bertelli,Campbell,Midfielder,0,1,9,1,13,320,69.0,False
Danny De Lorijn,UC Irvine,Forward,1,1,4,3,10,395,69.0,False
Junior Nare,NC State,Midfielder,2,0,16,6,21,528,69.0,False
D.T. Megliola,Binghamton,Forward,1,1,10,5,3,476,69.0,False
Alejandro Silva,Oregon St.,Midfielder,1,2,11,4,10,701,69.0,False
Mo Tall,St. Bonaventure,Midfielder,1,2,17,6,16,998,69.0,False
Eloge Iradukunda,Drake,Forward,2,1,20,6,14,1156,69.0,False
Campbell Mcintyre,Saint Joseph's,Forward,1,2,14,6,8,667,69.0,False
Terry Makedika,New Hampshire,Midfielder,2,1,15,5,17,950,69.0,False
Ethan Boyle,American,Midfielder,2,0,24,11,8,1312,69.0,False
Jayvin Van Deventer,Northwestern,Midfielder,0,3,9,3,12,756,69.0,False
Salif Leintu,Yale,Forward,1,1,8,3,16,479,69.0,False
Afonso Conde,Stetson,Midfielder,4,0,17,8,7,734,69.0,False
Alvaro Torrijos,Tulsa,Midfielder,1,3,12,5,13,967,69.0,False
Braedon Smith,Syracuse,Forward,1,2,18,5,6,812,69.0,False
Axel Berglund,Seton Hall,Midfielder,0,3,5,2,2,497,69.0,False
Zachary Neuls,UC Davis,Midfielder,4,0,15,6,6,728,69.0,False
Noah Glorioso,Wisconsin,Midfielder,1,2,8,4,17,1012,69.0,False
Manu Duah,UC Santa Barbara,Midfielder,0,1,11,1,28,1152,69.0,True
Diego Hernandez,Furman,Midfielder,0,2,19,7,15,746,69.0,False
Jimmy Choi,ETSU,Forward,1,1,18,6,5,622,69.0,False
Sebastian Garces,American,Midfielder,0,2,10,5,10,477,69.0,False
Andrew Soczynski,Boston U.,Defender,0,2,0,0,4,886,69.0,False
Luke Barforosh,FGCU,Defender,1,0,8,3,11,959,69.0,False
Aaron Asamoah,Longwood,Midfielder,2,2,17,9,17,1084,69.0,False
Tom Cohen,Binghamton,Midfielder,2,1,21,10,8,973,69.0,False
Marco Wright,Campbell,Forward,1,3,22,6,10,1061,69.0,False
Davide Materazzi,James Madison,Defender,2,0,3,3,2,831,69.0,False
Seth Hammond,UNC Asheville,Unknown,4,2,36,9,15,1025,69.0,False
Ali Taleb,Northern Ky.,Forward,2,1,19,10,13,876,69.0,False
Bubu Medina,Lipscomb,Midfielder,2,0,19,7,30,1325,69.0,False
Nathan Scott,Syracuse,Midfielder,2,0,17,6,17,1127,69.0,False
Caleb Frakes,Northern Ky.,Defender,0,1,5,2,11,933,69.0,False
Alvar Silva,Mercyhurst,Forward,2,2,14,7,12,1011,69.0,False
Ioannis Vassiliou,Vermont,Defender,0,0,2,0,7,852,69.0,False
Hasan Alsakati,Sacramento St.,Midfielder,2,1,20,10,16,1005,69.0,False
Jack Cloherty,Brown,Midfielder,2,1,7,3,22,1166,69.0,False
Camden Kowalski,South Carolina,Midfielder,2,1,4,2,16,1101,69.0,False
Dylan Navarijo,UIW,Midfielder,0,1,10,4,31,1363,69.0,False
Kevin Castaneda,Providence,Midfielder,1,1,4,3,26,1316,69.0,False
Mason Lillis,Bucknell,Forward,1,1,9,5,4,440,69.0,False
Juan Hernandez,Quinnipiac,Forward,1,1,2,1,4,333,69.0,False
Alex Hornada,UNCW,Midfielder,2,0,9,3,32,1293,69.0,False
Connall Mcerlain,Saint Peter's,Forward,1,1,12,6,12,523,69.0,False
Abdoul Karim,Marquette,Forward,1,2,26,14,25,1039,69.0,False
Colin Thomas,Wake Forest,Midfielder,1,1,18,11,11,1068,69.0,False
Thaddaeus Dewing,Northwestern,Forward,1,2,17,8,12,737,69.0,False
Giacomo Zizza,Lehigh,Midfielder,1,1,30,10,16,1233,69.0,False
Carlos Fernandez,Delaware,Forward,0,3,14,5,4,588,69.0,False
Cole Pumpian,Queens (NC),Midfielder,1,2,10,6,31,1274,69.0,False
Nestor Cabrera,Rutgers,Midfielder,2,1,10,2,38,1073,69.0,False
Isaiah Chisolm,Kentucky,Forward,2,0,15,6,29,765,69.0,False
Miguel Rodeia,Bryant,Defender,1,2,7,3,8,653,69.0,False
Lee Mara,Siena,Midfielder,3,0,19,11,11,1042,69.0,False
Jack Vestberg,Saint Mary's (CA),Midfielder,1,2,5,3,15,557,69.0,False
Wesley Siegel,Furman,Midfielder,1,1,23,6,12,1099,69.0,False
Diogo Baptista,San Jose St.,Forward,3,1,22,8,44,1596,68.0,False
Grant Stewart,Charlotte,Forward,1,2,6,5,14,606,68.0,False
Gabriel Addo,St. Bonaventure,Midfielder,0,2,12,4,21,1183,68.0,False
Liam Ziegler,Merrimack,Midfielder,3,0,19,8,19,1357,68.0,False
Cristiano Bruletti,Michigan St.,Midfielder,1,0,13,2,17,1371,68.0,False
Tyler Prebenda,North Florida,Midfielder,0,1,7,2,14,1467,68.0,False
Jordi Tortell Daly,San Jose St.,Forward,1,2,14,6,12,765,68.0,False
Marcos Escoe,Virginia Tech,Forward,0,2,6,2,3,351,68.0,False
Tyson Aschliman,IU Indy,Forward,2,1,3,2,7,579,68.0,False
Paul Son,Northwestern,Midfielder,2,1,15,4,6,712,68.0,False
Luc Holden,Mount St. Mary's,Midfielder,0,3,3,1,8,568,68.0,False
Justin Aguirre-Rosas,NJIT,Midfielder,0,2,4,2,17,1259,68.0,False
Daniel Stampatori,Lipscomb,Midfielder,1,1,13,6,22,1345,68.0,False
Arturo Reveles,CSUN,Forward,2,2,22,7,24,1385,68.0,False
Will Buete,NC State,Midfielder,2,1,3,3,8,453,68.0,False
Ryan Gillon,Binghamton,Defender,0,1,4,2,4,879,68.0,False
Ethan Ortiz,Marist,Defender,0,0,3,0,10,1070,68.0,False
Isaiahs Gutierrez,UC Irvine,Midfielder,1,2,13,2,11,966,68.0,False
James Gardev,Bellarmine,Defender,0,0,2,1,17,858,68.0,False
Kotaro Natsume,UMass Lowell,Defender,0,0,3,2,7,877,68.0,False
Keegan Dawson,St. Bonaventure,Midfielder,1,2,10,4,12,1121,68.0,False
Sam Pidgeon,Winthrop,Defender,1,1,8,1,8,1289,68.0,False
Eishu Nishizono,Saint Joseph's,Defender,0,0,3,0,4,1129,68.0,False
Landon Bealer,Lehigh,Midfielder,0,0,9,2,28,1593,68.0,False
Londell Wheeler,LIU,Forward,2,1,27,10,22,1705,68.0,False
Victor Gadea,Gonzaga,Forward,0,1,12,4,8,346,68.0,False
Charlie Holmes,UConn,Forward,2,2,9,4,11,919,68.0,False
Patrick Vani,Saint Joseph's,Forward,2,0,9,5,7,551,68.0,False
Haruhi Taneda,Marshall,Forward,1,2,7,2,2,592,68.0,False
Cailen Thomas,Binghamton,Defender,3,1,9,5,7,601,68.0,False
Cohen Weaver,Bucknell,Midfielder,1,1,28,8,11,1007,68.0,False
Daniel Pereira,Bryant,Defender,0,0,4,1,16,767,68.0,False
Sam Eccles,Eastern Ill.,Forward,2,3,12,3,10,1058,68.0,False
Mathys Lefebvre,FIU,Midfielder,2,0,9,5,22,1236,68.0,False
Baylen Young,Davidson,Midfielder,1,2,12,3,4,641,68.0,False
